iso-date;tavg;tmin;tmax;wind;globrad;precip;relhumid;;;;
2006-05-26;19.9;9.9;24;0.75;28.87;0;59;;;;
2006-05-27;19.8;14.8;25.2;1.527777778;16.81;0.07;66;;;;
2006-05-28;21.6;14.2;30.7;2.527777778;26.82;1.35;65;;;;
2006-05-29;15.6;14.2;19.2;0.694444444;13.39;1.37;82;;;;
2006-05-30;11.9;10;16.1;1.833333333;11.56;3.39;90;;;;
2006-05-31;11.6;7.8;16.5;1.722222222;12.78;2.5;77;;;;
2006-06-01;13;5.6;18;0.972222222;14.65;7.51;74;;;;
2006-06-02;10.5;9.4;12.3;2.722222222;8.28;18.15;95;;;;
2006-06-03;10.8;7.7;12.1;0.416666667;6.66;11.65;92;;;;
2006-06-04;11.3;9;13.2;1.833333333;7.96;8.57;95;;;;
2006-06-05;13.5;9.6;17.4;1.722222222;20.56;0.22;74;;;;
2006-06-06;14.8;7.6;20.4;1.388888889;25.06;1.01;76;;;;
2006-06-07;11.7;10.9;13.3;1.138888889;4.36;17.87;96;;;;
2006-06-08;13.1;10.9;16.3;1.833333333;5.58;11.2;95;;;;
2006-06-09;13.9;11.7;18.4;1.388888889;9.76;1.89;82;;;;
2006-06-10;13.1;10.4;17.7;2.083333333;15.26;6.02;87;;;;
2006-06-11;13.8;10;18.5;0.694444444;10.04;2.62;87;;;;
2006-06-12;16.3;11.5;23;1.138888889;17.5;1.5;81;;;;
2006-06-13;18.6;13.2;23;1.388888889;21.2;1.37;70;;;;
2006-06-14;17;11.4;22.8;0.972222222;17.21;1.65;81;;;;
2006-06-15;19;12.4;24.8;1.527777778;24.05;0.28;74;;;;
2006-06-16;23;13.6;29;0.972222222;31.32;0;62;;;;
2006-06-17;24.9;14;31.4;0.333333333;26.89;0;66;;;;
2006-06-18;25.2;19.1;30.3;1.138888889;27.14;0.06;72;;;;
2006-06-19;26.2;19.9;31.4;1.527777778;26.75;0.08;60;;;;
2006-06-20;24.5;17.7;30.3;1.527777778;25.06;2.13;75;;;;
2006-06-21;25.3;17.9;30.6;1.138888889;23.72;0.67;76;;;;
2006-06-22;27.2;19.9;31.6;1.138888889;21.24;0.68;69;;;;
2006-06-23;23.6;18.4;27;0.75;20.84;8.33;71;;;;
2006-06-24;23.5;17.5;28;0.972222222;22.57;3.71;81;;;;
2006-06-25;24.6;19;30.3;0.972222222;21.96;0.09;79;;;;
2006-06-26;26.9;20.1;32.5;1.138888889;29.48;0;67;;;;
2006-06-27;28.4;20.7;34.5;0.75;27.25;0;64;;;;
2006-06-28;27.6;21.5;32.1;1.222222222;26.1;0.15;75;;;;
2006-06-29;27.4;20.4;32.6;0.944444444;23.08;0.05;67;;;;
2006-06-30;22.5;18.6;30;2.333333333;20.16;6.54;81;;;;
2006-07-01;20.5;17;23.7;0.75;15.08;2.67;82;;;;
2006-07-02;20.4;16.2;23.4;1.527777778;10.44;2.35;84;;;;
2006-07-03;18.2;16.7;21.1;1.833333333;12.78;3.34;70;;;;
2006-07-04;20.7;14.9;24.8;2.25;26.42;0;61;;;;
2006-07-05;21.6;13.4;27.6;0.944444444;28.44;0;64;;;;
2006-07-06;23.6;15;30.1;0.972222222;30.82;0;63;;;;
2006-07-07;25.2;15.9;30.9;1.138888889;27;0;57;;;;
2006-07-08;24.9;16.8;29.9;1.388888889;23.08;0.32;59;;;;
2006-07-09;23.1;17.3;30;1.138888889;23.72;0.69;67;;;;
2006-07-10;24.7;17.2;29.2;0.75;26.53;0.62;63;;;;
2006-07-11;24.2;18;29.8;0.75;23.8;1.03;64;;;;
2006-07-12;24.1;16.1;29.4;0.75;23.44;0.93;62;;;;
2006-07-13;23.1;15.6;28.7;2;18.29;2.18;75;;;;
2006-07-14;21.5;17.1;29.1;2;18.47;3.15;84;;;;
2006-07-15;22.7;17.6;26.9;2.083333333;17.32;0.38;70;;;;
2006-07-16;18.9;13.3;24.8;1.527777778;25.02;0;63;;;;
2006-07-17;19.7;13.4;25.1;1.527777778;20.66;0;57;;;;
2006-07-18;21.7;11.4;27.1;0.75;29.3;0;52;;;;
2006-07-19;24.1;14.1;29.7;0.75;29.74;0;58;;;;
2006-07-20;26.3;16.6;32;0.75;28.26;0;57;;;;
2006-07-21;26.7;18.7;33.3;1.138888889;27.9;0;65;;;;
2006-07-22;27.6;19.5;33.5;0.972222222;27.54;0.45;54;;;;
2006-07-23;27.1;19.6;32.1;0.75;24.95;0.11;61;;;;
2006-07-24;27;19.5;32.8;0.75;21.6;1.92;64;;;;
2006-07-25;25.9;19.2;33.2;0.694444444;21.24;0.32;69;;;;
2006-07-26;26.4;19.6;33.2;1.138888889;22.18;1.38;65;;;;
2006-07-27;26.8;20.4;33.4;0.75;21.85;0.12;64;;;;
2006-07-28;27;20.2;32.8;0.75;20.99;0.02;62;;;;
2006-07-29;24.5;19.1;34.5;2.694444444;23.72;1.74;65;;;;
2006-07-30;24.3;18.4;30;1.388888889;19.8;3.42;77;;;;
2006-07-31;25.2;18.7;30.5;0.416666667;22.97;0.02;71;;;;
2006-08-01;26.3;19.6;33.1;0.75;24.7;0;61;;;;
2006-08-02;21.4;18.7;26.5;2.083333333;12.49;2.12;86;;;;
2006-08-03;24.9;18.4;31.1;1.138888889;17.32;4.68;73;;;;
2006-08-04;20.6;17.2;25.8;1.222222222;13.54;9.01;88;;;;
2006-08-05;16;15.3;19.4;1.388888889;5.36;7.26;95;;;;
2006-08-06;20.3;13.4;25.6;0.694444444;22.32;0.07;73;;;;
2006-08-07;19.8;15.3;25.6;1.388888889;15.66;3.95;78;;;;
2006-08-08;17.3;15.9;21.4;1.527777778;7.02;4.1;89;;;;
2006-08-09;19.5;14.2;23.8;1.388888889;13.46;0.21;81;;;;
2006-08-10;19.5;15.3;23.1;0.972222222;8.82;3.89;81;;;;
2006-08-11;20.4;14.7;25.7;2;24.26;0.74;68;;;;
2006-08-12;19.9;14.6;28.5;1.25;14.22;2.49;77;;;;
2006-08-13;16.5;13.7;22.1;0.333333333;8.42;13.22;97;;;;
2006-08-14;20.1;13.2;26.2;1.138888889;26.14;0.18;71;;;;
2006-08-15;20.7;15.3;27.2;0.972222222;23.36;0.12;66;;;;
2006-08-16;23.8;16.8;30.6;0.944444444;24.66;0;59;;;;
2006-08-17;26.2;17.1;34.3;0.972222222;23.26;0;57;;;;
2006-08-18;27.5;19.4;35.3;0.972222222;20.52;0.02;60;;;;
2006-08-19;26.9;19.7;33.9;1.138888889;21.64;0;69;;;;
2006-08-20;28.2;20.1;34.5;0.972222222;18.97;0;71;;;;
2006-08-21;17.3;16;28.6;0.694444444;7.31;10.54;93;;;;
2006-08-22;19.4;13.5;25.2;0.75;21.71;0.05;78;;;;
2006-08-23;19;13.1;25.5;0.75;20.95;0;74;;;;
2006-08-24;20.7;12.3;27;0.75;21.64;0;66;;;;
2006-08-25;20.4;15.4;26;0.75;11.52;5.22;75;;;;
2006-08-26;17.8;15.7;19.4;0.972222222;5.94;6.7;94;;;;
2006-08-27;19.3;14.9;25.3;0.972222222;18.94;1.97;78;;;;
2006-08-28;17;14.8;21;0.944444444;9.04;12.79;87;;;;
2006-08-29;14.3;13.2;16.6;0.972222222;4.43;8.32;95;;;;
2006-08-30;11.2;10.2;14;1.138888889;2.52;27.27;97;;;;
2006-08-31;14.5;8.1;19.5;2.25;10.22;2.64;82;;;;
2006-09-01;16.1;12.6;21.4;1.722222222;19.08;0.08;68;;;;
2006-09-02;17.8;9.6;23.8;0.416666667;21.82;0;75;;;;
2006-09-03;20.3;10.7;26.7;0.75;20.45;0;73;;;;
2006-09-04;23.1;13.6;30.5;0.972222222;20.7;0;67;;;;
2006-09-05;22.1;18.3;28.2;0.75;16.49;0.01;76;;;;
2006-09-06;20;14.2;26.8;1.25;17.53;0;72;;;;
2006-09-07;19.4;12.6;26.5;0.694444444;20.48;0;75;;;;
2006-09-08;20.1;13.7;29;1.722222222;18.36;0.15;70;;;;
2006-09-09;16.1;10.5;21.3;0.972222222;16.67;0.03;74;;;;
2006-09-10;16.8;8.8;24.1;0.75;20.74;0;74;;;;
2006-09-11;17.4;11.4;24.8;0.972222222;19.87;0;63;;;;
2006-09-12;17.5;11.9;25.5;1.527777778;20.2;0;61;;;;
2006-09-13;20.1;11.2;27;1.833333333;17.86;0;55;;;;
2006-09-14;21.1;13.4;28;1.527777778;18.14;0;55;;;;
2006-09-15;22.6;17.7;28.6;2.527777778;13.28;0.01;50;;;;
2006-09-16;22.5;19.3;28;4.138888889;13.21;0.07;46;;;;
2006-09-17;20.1;17.6;24.1;3.722222222;7.34;1.04;62;;;;
2006-09-18;18.9;16.5;25;1.833333333;9;2.06;77;;;;
2006-09-19;17.7;13.8;23.2;0.944444444;8.21;4.8;87;;;;
2006-09-20;17.4;15.6;20.1;0.972222222;6.98;4.79;94;;;;
2006-09-21;17.8;13.1;23.7;0.75;10.3;0.75;85;;;;
2006-09-22;15.5;11.2;21.6;0.972222222;9.94;0.13;80;;;;
2006-09-23;14.1;7.4;20.4;0.75;11.92;0.13;77;;;;
2006-09-24;15.9;9.2;22.6;0.75;15.48;0;78;;;;
2006-09-25;18.8;11.4;26;1.527777778;16.27;0;71;;;;
2006-09-26;18.3;14.3;26.2;2.944444444;13.32;0.17;71;;;;
2006-09-27;16.7;14.7;20.7;2.25;4;3.1;81;;;;
2006-09-28;17.1;14.7;21.5;0.75;3.64;3.58;84;;;;
2006-09-29;18.7;14.6;24.9;0.972222222;11.02;0.07;77;;;;
2006-09-30;19.3;13.1;26;0.222222222;14.47;0;72;;;;
2006-10-01;19.7;11;26.8;0.333333333;17.06;0;70;;;;
2006-10-02;19.8;14.8;24.8;0.75;11.38;0;74;;;;
2006-10-03;22.7;15.4;28.7;1.833333333;14.33;0;62;;;;
2006-10-04;20.7;16.7;28.8;0.972222222;8.46;0.53;61;;;;
2006-10-05;14.4;13.8;18.8;1.138888889;6.7;17.63;97;;;;
2006-10-06;14.4;12.6;18.5;1.527777778;8.03;1.04;81;;;;
2006-10-07;14.6;6.9;20.6;0.944444444;16.81;0.02;78;;;;
2006-10-08;13.4;8.8;20.3;0.75;11.27;0.22;81;;;;
2006-10-09;12.8;6.9;20;0.222222222;14.11;0.01;80;;;;
2006-10-10;14.2;5.8;20.7;0.75;13.14;0;78;;;;
2006-10-11;14.8;7.8;21.1;1.833333333;14.98;0;69;;;;
2006-10-12;14.8;10.1;21.2;1.833333333;15.12;0;67;;;;
2006-10-13;14.1;8.7;19.3;0.416666667;9.97;0;71;;;;
2006-10-14;12.4;8.7;18;2.333333333;13.25;0;69;;;;
2006-10-15;11.7;4.4;18.5;0.944444444;13.21;0;80;;;;
2006-10-16;9.7;7.5;15.3;2;8.17;0.18;64;;;;
2006-10-17;6.7;1;13.5;0.694444444;12.74;0;72;;;;
2006-10-18;8.6;0.7;15.8;1.722222222;13.39;0;70;;;;
2006-10-19;10.5;5.9;16.8;2.527777778;14.22;0;54;;;;
2006-10-20;11.4;4.1;19.7;1.388888889;10.87;0;68;;;;
2006-10-21;15.5;7.5;23.2;0.416666667;12.1;0;68;;;;
2006-10-22;16.8;11.4;24;0.416666667;7.96;0.41;78;;;;
2006-10-23;18.8;10.7;26.2;0.972222222;11.34;0.05;68;;;;
2006-10-24;21.9;13.1;28.4;1.138888889;9.83;0.06;57;;;;
2006-10-25;15.4;12.8;22.5;0.972222222;9.61;0.38;73;;;;
2006-10-26;16;8.8;24.1;0.75;10.58;0;64;;;;
2006-10-27;16.6;10.2;25.3;0.75;12.13;0;68;;;;
2006-10-28;15.6;10.9;22.4;1.527777778;8.93;0.01;79;;;;
2006-10-29;15.6;10.9;22;0.972222222;6.16;4.46;79;;;;
2006-10-30;6.4;2.1;14.6;2.722222222;4.68;1.66;61;;;;
2006-10-31;2.8;-2;9;0.694444444;11.16;0;69;;;;
2006-11-01;6.6;1.8;10.8;1.138888889;7.34;0.97;75;;;;
2006-11-02;2.9;-2.2;7.4;2.527777778;5.44;2.27;70;;;;
2006-11-03;-1;-4.5;4;2.333333333;9.68;0.24;76;;;;
2006-11-04;-0.3;-4.8;3.4;2.333333333;6.55;1.14;81;;;;
2006-11-05;7.5;0;9.2;1.527777778;4.86;4.33;77;;;;
2006-11-06;9;7;10.2;2.333333333;2.56;6.29;87;;;;
2006-11-07;9.4;5.9;16.5;1.833333333;10.04;0.23;78;;;;
2006-11-08;8.8;-0.2;18.6;0.416666667;9.97;0;75;;;;
2006-11-09;12.9;5.1;18.7;1.527777778;7.24;2.91;71;;;;
2006-11-10;5.9;3;13.5;2.944444444;5.33;1.09;77;;;;
2006-11-11;6.3;-0.1;10.2;1.138888889;9.36;0;68;;;;
2006-11-12;6.8;2.8;12.5;1.833333333;4.57;4;74;;;;
2006-11-13;5.8;3.6;10;2.944444444;6.73;0.34;76;;;;
2006-11-14;11;3.7;15.6;1.138888889;6.77;0.05;66;;;;
2006-11-15;12.7;5.3;20;1.138888889;8.42;0;64;;;;
2006-11-16;12.4;2.6;20.2;0.75;8.89;0;68;;;;
2006-11-17;13.7;3.9;21.2;0.972222222;8.71;0;61;;;;
2006-11-18;10.9;4.6;17.4;0.416666667;7.67;0;74;;;;
2006-11-19;10.6;6.9;16.3;1.138888889;7.49;0;77;;;;
2006-11-20;9.7;5.3;15.4;0.75;6.88;0.1;85;;;;
2006-11-21;10;4.6;12.2;1.527777778;3.6;0.9;88;;;;
2006-11-22;11.9;7;15.9;3.722222222;4.5;1.33;76;;;;
2006-11-23;8.2;5.9;11.4;1.388888889;4.68;0.6;87;;;;
2006-11-24;8.2;2.2;14.5;0.416666667;7.6;0.01;88;;;;
2006-11-25;9.7;-0.1;17.6;1.25;7.81;0;79;;;;
2006-11-26;10.2;4.2;17.1;0.972222222;7.6;0.01;76;;;;
2006-11-27;8.3;0.8;15.2;0.333333333;7.7;0;83;;;;
2006-11-28;3.3;-0.3;8.6;0.222222222;5.87;0;96;;;;
2006-11-29;4.8;2.2;5.4;0.75;3.96;0.08;97;;;;
2006-11-30;6;4.6;7;0.416666667;2.05;0.18;97;;;;
2006-12-01;6.8;5.3;8.6;0.972222222;1.94;0.03;87;;;;
2006-12-02;2.8;-2.2;8.5;0.75;6.08;0.02;89;;;;
2006-12-03;3.6;-4.7;7.1;0.944444444;6.59;0;92;;;;
2006-12-04;10.2;4.3;14.7;0.694444444;2.84;2.85;73;;;;
2006-12-05;8.7;6.5;13.5;0.972222222;5.87;1.05;88;;;;
2006-12-06;7.8;1.3;17.1;0.75;7.38;0;84;;;;
2006-12-07;10.3;3.8;16.5;1.861111111;6.66;0.01;76;;;;
2006-12-08;13.3;4.4;18.8;1.527777778;6.59;0;68;;;;
2006-12-09;11.8;8;16.2;3.222222222;6.48;0.03;67;;;;
2006-12-10;8.4;4.9;15.5;2;6.52;1.43;78;;;;
2006-12-11;4.1;1.7;5.6;0.416666667;1.62;0.95;94;;;;
2006-12-12;2.1;0;6.3;0.75;3.17;0.37;90;;;;
2006-12-13;0.7;-1.4;1.4;0.75;3.46;0.02;98;;;;
2006-12-14;0.2;-1.1;4.5;0.75;4.57;0.02;94;;;;
2006-12-15;-0.6;-2.6;1;0.694444444;5.47;0.03;97;;;;
2006-12-16;-0.6;-5.5;0.5;0;5.26;0.02;98;;;;
2006-12-17;2.6;-2.8;6.2;0.333333333;2.23;0.62;96;;;;
2006-12-18;2.5;1.8;3.6;1.527777778;0.32;21.61;97;;;;
2006-12-19;0.3;-0.5;2.2;0.694444444;0.65;19.24;97;;;;
2006-12-20;0;-1.5;0.5;0.972222222;1.01;4.35;96;;;;
2006-12-21;0.3;-1.6;1.4;0.694444444;2.09;0.29;97;;;;
2006-12-22;0.2;-1.2;0.6;1.138888889;1.3;0.02;98;;;;
2006-12-23;0.9;-0.4;2;0.972222222;2.3;0.07;97;;;;
2006-12-24;0.8;-0.1;1.2;1.388888889;1.3;0.32;98;;;;
2006-12-25;1.3;-0.9;2.1;1.833333333;2.02;0.31;96;;;;
2006-12-26;-0.1;-2.2;3.3;1.527777778;2.77;0.04;83;;;;
2006-12-27;-2;-5.3;2.7;0.75;5.62;0;81;;;;
2006-12-28;-5;-7.5;-1.2;0.333333333;4.39;0;98;;;;
2006-12-29;-1.5;-7.1;1.5;1.388888889;3.53;0.04;96;;;;
2006-12-30;-1.1;-6.8;4.4;1.138888889;6.48;0.01;88;;;;
2006-12-31;2;-4.8;4.9;1.527777778;3.31;0;89;;;;
2007-01-01;6.7;-2.5;11;1.388888889;4.21;2.44;79;;;;
2007-01-02;3.6;2.1;9.2;1.388888889;0.54;21.38;98;;;;
2007-01-03;3.9;1.4;5.6;3.416666667;3.74;4.8;87;;;;
2007-01-04;3.6;0.2;8.3;0.972222222;5.44;0.34;80;;;;
2007-01-05;5.1;0.6;6.4;1.527777778;2.88;0.29;91;;;;
2007-01-06;6.5;3.7;8.3;0.972222222;2.84;0.41;86;;;;
2007-01-07;5.6;0;10.2;0.972222222;3.46;0;80;;;;
2007-01-08;8.2;0;14.6;0.75;5.62;0.14;64;;;;
2007-01-09;10.1;6.9;15;1.138888889;6.3;0.1;67;;;;
2007-01-10;9.7;5.3;16.5;0.972222222;7.13;0;75;;;;
2007-01-11;9.7;3.2;13.4;2.083333333;4.5;0.02;75;;;;
2007-01-12;6.6;3.3;12.5;1.722222222;3.85;4.17;76;;;;
2007-01-13;7.9;2.1;13.5;0.75;5.47;0;72;;;;
2007-01-14;6.9;0.7;13.2;1.388888889;7.85;0;78;;;;
2007-01-15;5.3;-0.2;11.2;0.972222222;8.5;0.01;73;;;;
2007-01-16;3.8;-2;10.6;0.666666667;8.46;0;73;;;;
2007-01-17;7.4;-0.8;11.9;0.75;4.46;0;71;;;;
2007-01-18;11.3;5.9;15.9;1.527777778;6.73;0.05;71;;;;
2007-01-19;9.1;6.4;12.4;2.333333333;3.74;9.42;81;;;;
2007-01-20;11.4;6.4;15;1.138888889;5.8;0.2;71;;;;
2007-01-21;9.9;3.1;15.8;0.694444444;8.57;0.15;85;;;;
2007-01-22;7.9;6.5;10.5;1.25;5.15;0;79;;;;
2007-01-23;10.2;4.1;12.6;1.722222222;1.08;1.93;79;;;;
2007-01-24;9.3;6;12.5;2.083333333;3.64;2.32;75;;;;
2007-01-25;0.3;0;8.6;1.722222222;2.63;0.36;91;;;;
2007-01-26;0.1;-2.3;2;0.416666667;3.67;0.02;81;;;;
2007-01-27;-0.6;-1.7;0.5;2.694444444;2.34;1.84;88;;;;
2007-01-28;2.5;-2.4;6.4;2.333333333;6.41;0.1;71;;;;
2007-01-29;5.5;1.4;9.8;3.111111111;4.93;0.32;73;;;;
2007-01-30;5.3;0.9;9.1;2.527777778;5.8;0.21;76;;;;
2007-01-31;3.6;0;10.2;1.388888889;10.66;0.03;78;;;;
2007-02-01;5.5;-0.4;9.6;2.722222222;2.99;0.69;75;;;;
2007-02-02;2.9;0.4;7.3;1.138888889;7.74;0.02;78;;;;
2007-02-03;4.4;0.1;7.6;3.222222222;2.3;3.7;80;;;;
2007-02-04;3;0.9;6.7;2.722222222;3.96;0.94;78;;;;
2007-02-05;2.6;-2.6;7.9;1.833333333;7.24;0;79;;;;
2007-02-06;5.5;-3.3;13.4;0.972222222;8.17;0;68;;;;
2007-02-07;9.8;5.9;14.8;1.833333333;6.59;0.01;58;;;;
2007-02-08;12.4;6;17.2;1.833333333;7.63;0.01;55;;;;
2007-02-09;11.1;8.6;15.5;2.944444444;5.22;0.18;64;;;;
2007-02-10;9.5;7.7;12.9;1.138888889;3.06;4.03;86;;;;
2007-02-11;9.5;6.9;12.2;0.333333333;5.04;7.26;98;;;;
2007-02-12;10.2;5.8;14.8;1.138888889;10.26;3.43;80;;;;
2007-02-13;8.5;6;11.5;2;2.3;15.6;92;;;;
2007-02-14;7;4.6;11.5;2.333333333;6.34;1.18;83;;;;
2007-02-15;6.9;1.5;10.6;0.694444444;4.57;0.1;83;;;;
2007-02-16;5.8;4.2;9;0.972222222;5.33;0.58;83;;;;
2007-02-17;3.3;1.4;5.8;0.972222222;3.13;3.11;89;;;;
2007-02-18;2.8;-0.7;8;3.277777778;13.07;0.01;77;;;;
2007-02-19;4.5;-0.6;6.9;0.75;4.43;2.83;95;;;;
2007-02-20;6.5;-0.8;10.5;1.138888889;7.09;0.02;88;;;;
2007-02-21;10.8;3.2;15.4;0.333333333;12.92;0.03;79;;;;
2007-02-22;11.2;6.5;15.8;0.972222222;7.78;1.01;81;;;;
2007-02-23;6.8;4.1;12.3;1.138888889;11.3;0.52;89;;;;
2007-02-24;0.3;-1.7;6;3.222222222;11.38;0;68;;;;
2007-02-25;2.6;-1.2;7.3;4.138888889;10.73;0.02;65;;;;
2007-02-26;3.5;1.2;6.9;3.75;3.38;13.38;85;;;;
2007-02-27;3.8;1.4;8;0.972222222;5.47;2.67;95;;;;
2007-02-28;10.3;0.9;14.2;0.972222222;10.91;1.38;70;;;;
2007-03-01;13;6.9;17.4;1.527777778;10.51;0.47;71;;;;
2007-03-02;9.8;5.9;15.6;1.138888889;3.56;7.93;78;;;;
2007-03-03;8.4;0.4;14.6;0.972222222;10.12;17.59;84;;;;
2007-03-04;6.8;4.2;11;2.777777778;9.32;1.13;83;;;;
2007-03-05;6;-0.2;12.3;0.972222222;15.26;0;71;;;;
2007-03-06;9.3;0.8;17.1;0.972222222;14.98;0;70;;;;
2007-03-07;12.9;7.4;18.4;3.722222222;11.95;0;53;;;;
2007-03-08;10;7.9;15.2;3.722222222;11.27;0;68;;;;
2007-03-09;8.1;5;11.4;1.527777778;5.08;0.02;85;;;;
2007-03-10;7.5;5.2;9.7;0.75;5;0.07;72;;;;
2007-03-11;6.8;5.3;8.7;1.527777778;4.72;0.05;88;;;;
2007-03-12;9.4;1;14.4;1.388888889;12.28;0.01;78;;;;
2007-03-13;11.4;5.4;16.4;0.75;9.79;0.01;73;;;;
2007-03-14;11.3;3.9;17.6;1.25;15.48;0;66;;;;
2007-03-15;8.6;4.8;15.6;2.083333333;14.87;0.02;73;;;;
2007-03-16;9.8;3.8;14.8;1.388888889;17.14;0;68;;;;
2007-03-17;11.9;3.3;18.2;1.138888889;18.32;0;60;;;;
2007-03-18;12.8;7.8;18.6;1.138888889;14.58;0.01;61;;;;
2007-03-19;14.7;8.8;21.6;2.333333333;17.57;0;46;;;;
2007-03-20;9.4;6.2;15;2.777777778;3.89;20.78;78;;;;
2007-03-21;5.4;3.2;8;1.388888889;7.52;2.28;93;;;;
2007-03-22;7;3.6;10.3;2.333333333;6.19;2.55;92;;;;
2007-03-23;3.9;2.3;6.8;3.222222222;3.56;25.9;97;;;;
2007-03-24;8.8;2.1;14.4;1.527777778;11.41;2.89;75;;;;
2007-03-25;10.1;4.5;14.8;1.833333333;18.04;0.05;69;;;;
2007-03-26;9.3;3.5;11.8;2.916666667;11.45;0.1;68;;;;
2007-03-27;8.7;3.1;13.3;2.333333333;18;0;59;;;;
2007-03-28;9.6;3.8;12.2;4.694444444;9.14;0.19;60;;;;
2007-03-29;8.9;4.9;13.2;3.222222222;14.26;0.17;53;;;;
2007-03-30;10.5;7.5;16.3;2.916666667;16.78;0.04;67;;;;
2007-03-31;10.1;7.8;15.2;2.111111111;14.8;0.01;69;;;;
2007-04-01;11.7;3.2;16.8;0.75;17.14;0.01;65;;;;
2007-04-02;11.3;3.7;17;1.222222222;18.68;0;60;;;;
2007-04-03;11.3;3.9;18.6;1.138888889;18.68;0;58;;;;
2007-04-04;11.6;1.8;18.3;0.972222222;11.3;0.32;65;;;;
2007-04-05;7.8;3.8;13.3;2.333333333;18.5;0.08;61;;;;
2007-04-06;11;3.1;18.7;1.527777778;21.74;0;64;;;;
2007-04-07;12.3;5.2;18.5;1.388888889;14.8;0;58;;;;
2007-04-08;10.6;4.2;16.9;1.388888889;11.95;0.03;69;;;;
2007-04-09;12.9;3.9;19.3;0.75;22.61;0;51;;;;
2007-04-10;14.9;6.5;22.1;1.388888889;19.51;0;58;;;;
2007-04-11;13.7;9.4;17.9;1.388888889;16.31;0.01;60;;;;
2007-04-12;15.1;5.1;21.3;0.694444444;22.86;0;59;;;;
2007-04-13;16.4;7.8;23.5;0.944444444;22.68;0;55;;;;
2007-04-14;14.8;5;22.8;0.75;24.12;0;54;;;;
2007-04-15;14.2;6.3;21.4;1.388888889;24.05;0;55;;;;
2007-04-16;13.6;8.4;17.7;2.083333333;16.96;0;51;;;;
2007-04-17;14.2;5.3;19.4;0.666666667;21.35;0.01;48;;;;
2007-04-18;15.1;7.2;24.4;2.333333333;23.29;1.55;53;;;;
2007-04-19;11.2;6.7;16.1;1.388888889;20.23;0.18;56;;;;
2007-04-20;14.8;3.3;22.2;0.222222222;26.03;0;53;;;;
2007-04-21;14.4;7.7;19.6;1.138888889;23.8;0;56;;;;
2007-04-22;13.7;5.6;20.8;1.388888889;24.26;0;53;;;;
2007-04-23;15;3;23.4;0.416666667;26.96;0;46;;;;
2007-04-24;15;3;21.5;0.972222222;16.16;0.06;60;;;;
2007-04-25;13.3;11.2;20.4;0.972222222;12.96;2.94;89;;;;
2007-04-26;15.5;7.3;21.9;2.083333333;25.2;0.03;52;;;;
2007-04-27;17.4;7.8;22.2;0.75;26.14;0;49;;;;
2007-04-28;16.9;8.6;23.9;0.75;24.16;0;54;;;;
2007-04-29;18.4;10.8;25.1;2.333333333;24.84;0;54;;;;
2007-04-30;14.9;8.2;20;1.138888889;16.67;0.1;60;;;;
2007-05-01;13.6;8.2;19.6;1.527777778;23.94;0.02;48;;;;
2007-05-02;12.4;3.9;17.9;1.138888889;24.55;0;50;;;;
2007-05-03;16.6;8.4;23;0.972222222;15.88;0.41;60;;;;
2007-05-04;17;11.8;21.2;2.722222222;9.97;1.94;80;;;;
2007-05-05;22.1;15.4;27.6;2.111111111;20.41;0.06;58;;;;
2007-05-06;17.4;14.6;22.7;1.388888889;11.02;3.1;79;;;;
2007-05-07;14.7;13.1;18.3;0.972222222;9.79;15.49;92;;;;
2007-05-08;18.5;10.6;24.6;1.138888889;23.8;0.16;68;;;;
2007-05-09;16.8;13.2;21.5;0.972222222;18.65;0.25;70;;;;
2007-05-10;18.3;11.6;23.9;0.972222222;21.35;0.04;63;;;;
2007-05-11;24;11.4;30.2;1.388888889;28.22;0;46;;;;
2007-05-12;20.8;16.5;25.8;1.138888889;25.06;0.06;53;;;;
2007-05-13;23.4;12.1;28.8;1.25;27.61;0.55;50;;;;
2007-05-14;25.1;15.3;31.4;2.083333333;27.43;0;54;;;;
2007-05-15;22.9;17.4;31.2;2.333333333;25.45;0.01;55;;;;
2007-05-16;17.5;12.6;22.4;1.138888889;15.08;3.14;78;;;;
2007-05-17;16.8;12.5;21.5;1.388888889;12.42;3.74;79;;;;
2007-05-18;11.5;10.9;15.2;2.111111111;6.3;22.02;86;;;;
2007-05-19;12.6;10.7;13.8;0.972222222;7.02;5.03;94;;;;
2007-05-20;16.8;12.2;20.8;0.75;7.88;1.45;89;;;;
2007-05-21;19;12.3;26.9;2.333333333;16.92;7.34;82;;;;
2007-05-22;20.4;15.3;25.7;0.972222222;20.59;8.25;86;;;;
2007-05-23;22.4;14.4;26.7;1.527777778;25.99;2.88;74;;;;
2007-05-24;22.7;15.5;27.9;0.333333333;24.41;5.45;65;;;;
2007-05-25;21.8;17.7;28.3;0.972222222;21.74;1.16;73;;;;
2007-05-26;24.5;15.6;30.3;2.083333333;27.58;0.21;66;;;;
2007-05-27;23.3;18.3;28.9;0.75;23.62;1.25;63;;;;
2007-05-28;21.3;17.7;28.2;2.333333333;20.09;4.06;67;;;;
2007-05-29;19.6;16.6;25.6;0.75;26.64;2;56;;;;
2007-05-30;15.9;13.4;19.6;1.527777778;17.46;1.08;75;;;;
2007-05-31;16.4;10.3;20.8;0.972222222;21.71;0.33;64;;;;
2007-06-01;18.5;11.4;24.7;1.138888889;26.39;0.58;64;;;;
